autor,numero_episodio,titulo_episodio,cita,orden_cita,temporada
Janine,11,La mesa del boticario,Yo también.,268,6
Monica,11,La mesa del boticario,Bueno.,269,6
Janine,11,La mesa del boticario,Te veré.,270,6
Monica,11,La mesa del boticario,Adiós. (Se va para reanudar su tarea de recogida de basura.),271,6
Janine,11,La mesa del boticario,(murmurando para sí misma) O te escucharé.,272,6
Monica,11,La mesa del boticario,"(al escuchar eso) ¡Eso es, niña grande! (Golpea a Janine en el trasero con la bolsa de basura) ¡Vamos!",273,6
Janine,11,La mesa del boticario,¡Esperar! (Janine hace una pausa y luego baja corriendo las escaleras.),274,6
Monica,11,La mesa del boticario,(persiguiéndola) ¡Será mejor que corras!,275,6
Chandler,11,La mesa del boticario,¿Escuchaste eso?,276,6
Joey,11,La mesa del boticario,"Sí, ¿qué voy a hacer?",277,6
Chandler,11,La mesa del boticario,"Sí, lo siento hombre. (Pausa) ¿Quieres ir a mirar?",278,6
Joey,11,La mesa del boticario,¡Sí! (Bajan las escaleras.),279,6
Ross,11,La mesa del boticario,¡Ey!,281,6
Joey,11,La mesa del boticario,¿Cómo estás?,282,6
Chandler,11,La mesa del boticario,"Oye, ¿se mudó?",283,6
Joey,11,La mesa del boticario,"Más o menos, sí.",284,6
Monica,11,La mesa del boticario,No puedo creer que rompieras con ella así como así.,285,6
Joey,11,La mesa del boticario,"Bueno, cuando no está bien, lo sabes.",286,6
Chandler,11,La mesa del boticario,¿Estás bien?,287,6
Joey,11,La mesa del boticario,¡Sí! Sí. Estaré bien.,288,6
Ross,11,La mesa del boticario,¿Sabes qué te animaría?,289,6
Joey,11,La mesa del boticario,¿Qué?,290,6
Ross,11,La mesa del boticario,"Mañana por la noche daré esta conferencia sobre teorías de la erosión, creo que deberías venir.",291,6
Joey,11,La mesa del boticario,(riendo histéricamente) ¡Tienes razón! ¡Eso me animó!,292,6
Teleplay por,12,La broma,Andrew Reich y Ted Cohen Historia de: Shana Goldberg-Meehan Transcrito por: Eric Aasen,0,6
Ross,12,La broma,"Oye, no vas a creer esto. Inventé un chiste y lo envié a Playboy. ¡Lo imprimieron!",1,6
Phoebe,12,La broma,No sabía que Playboy publica chistes.,2,6
Ross,12,La broma,"Sí, publican chistes, entrevistas, periodismo contundente. No se trata sólo de las imágenes.",3,6
Monica,12,La broma,"Eso no funcionó con mamá, no funcionará con nosotros.",4,6
Ross,12,La broma,"(mostrándoles la página) Aquí, échale un vistazo. También es el primero.",5,6
Chandler,12,la broma,Eso es gracioso. También fue divertido cuando lo inventé.,6,6
Ross,12,La broma,¿Qué?,7,6
Chandler,12,La broma,Yo inventé ese chiste.,8,6
Ross,12,La broma,"Uh, oh-oh, no, no lo hiciste. Hola.",9,6
Chandler,12,La broma,"Sí, lo hice. Se lo conté a Dan en el trabajo y me dijo que era el chiste más divertido que jamás había escuchado.",10,6
Ross,12,La broma,"Oye, dile a Dan: ""Gracias"".",11,6
Ross,12,La broma,¿Qué?,12,6
Rachel,12,La broma,"Lo siento, estaba leyendo el chiste que aparece debajo. Hombre, ese es gracioso. (Ross le quita la revista.)",13,6
Chandler,12,La broma,"Mónica, ¿recuerdas que te conté ese chiste, verdad?",14,6
Monica,12,La broma,No.,15,6
Chandler,12,La broma,¿En serio?,16,6
Monica,12,La broma,¡Pues cuentas muchos chistes!,17,6
Ross,12,La broma,"Mira, Chandler, es mi broma. Pero bueno, si te hace sentir mejor, no imprimen el nombre, así que realmente no importa quién recibe el crédito, ¿verdad?",18,6
Chandler,12,La broma,"Sí, supongo.",19,6
Joey,12,La broma,(entrando) Hola chicos.,20,6
Chandler,12,La broma,"(saltando de su silla) Oye, Joey, Playboy publicó mi chiste.",21,6
Ross,12,La broma,"No, es mi broma, es mía. Puedes llamarlos, ellos te lo dirán.",22,6
Chandler,12,La broma,Es mi broma.,23,6
Ross,12,La broma,Es mi broma.,24,6
Joey,12,La broma,"Espera, espera, espera. ¿Bromas? Sabéis que tienen chicas desnudas ahí, ¿verdad?",25,6
Chandler,12,La broma,"Amigo, tienes que activar Behind the Music. La banda Heart está pasando por un momento realmente difícil y creo que podrían separarse.",27,6
Joey,12,La broma,Vamos a verlo a tu casa.,28,6
Chandler,12,La broma,"No, Mónica está viendo un programa de cocina. Vamos, no quiero perderme cuando estaban flacos.",29,6
Joey,12,La broma,"Chandler, Chandler, ¿sabes qué debemos hacer? Tú y yo deberíamos salir y comprarnos unas gafas de sol nuevas.",30,6
Chandler,12,La broma,"¿Qué? No, quiero ver esto. (Enciende la televisión y la pantalla queda completamente cubierta de nieve). ¿Se te salió el cable?",31,6
Joey,12,La broma,"No, ese es el VH-1. Debo decirles que la música que estos niños escuchan hoy... Es como mucho ruido para mí. No lo sé",32,6
Chandler,12,La broma,"Joey, ¿por qué no tienes cable?",33,6
Joey,12,La broma,"¡Yo eh, oh! Porque, eh, realmente no he pagado la factura",34,6
Chandler,12,La broma,"Si necesita dinero, ¿podría por favor dejarme prestarle algo de dinero?",35,6
Joey,12,La broma,"No, Chandler. Mira, olvídalo, ¿vale? Mira, sé que las cosas han estado un poco difíciles desde que Janine se mudó. Oh, ¿estaba buena?",36,6
Chandler,12,La broma,"Vaya, hola.",37,6
Joey,12,La broma,"¡Lo sé! Sí, pero mira, puedo manejarlo. ¿Está bien? Mira, puedo escuchar la radio, ¿eh? Y Ross me regaló este gran libro (sostiene la revista Playboy).",38,6
Chandler,12,La broma,"(levanta el teléfono) Muy bien, ¿quieres ver si el ladrón de chistes nos dejará ver el programa en su casa?",39,6
Joey,12,La broma,Seguro.,40,6
Chandler,12,La broma,"(con el teléfono en la oreja, obviamente no escucha tono de marcar) ¿Pagó su factura telefónica?",41,6
Joey,12,La broma,No tanto.,42,6
Phoebe,12,La broma,(entrando) Oye.,43,6
Monica,12,La broma,(aliviado) Sólo eres tú.,44,6
Phoebe,12,La broma,¿Q-qué-qué estás haciendo?,45,6
Rachel,12,La broma,Estamos ante una Playboy.,46,6
Phoebe,12,La broma,"¡Oh, yo también quiero mirar! (Corre, se sienta y mira una foto). ¡Ay!",47,6
Monica,12,La broma,"Entonces, ¿crees que estas imágenes están tratando de contar una historia?",48,6
Rachel,12,La broma,"Ah, sí, claro. Quiero decir, como en el caso de esta joven, ella ha perdido su ropa, entonces monta desnuda en el caballo, grita: ¿Dónde están, dónde están?",49,6
Monica,12,La broma,"Bueno, ella no los encontrará tirados así en el pasto.",50,6
Phoebe,12,La broma,"Oh sí. Ah, ¿recuerdas los días en los que solías salir al granero, levantarte la camisa y agacharte?",51,6
Rachel,12,La broma,"Verás, ahora saldría con esta chica. Es linda, le gusta la vida al aire libre, ya sabes, y sabe cómo encender un fuego. Quiero decir, eso tiene que ser útil",52,6
Monica,12,La broma,"Bien, tengo una pregunta. Si tuvieras que elegir a uno de nosotros para salir, ¿quién sería?",53,6
Rachel,12,La broma,(piensa) No lo sé.,54,6
Monica,12,La broma,Yo tampoco.,55,6
Phoebe,12,La broma,Raquel.,56,6
Monica,12,la broma,¡¿Qué?!,57,6
Phoebe,12,La broma,No lo sé. (Pausa) Yo tampoco.,58,6
Joey,12,La broma,Olvidas cuántas canciones geniales tenía Heart.,59,6
Chandler,12,La broma,Sí.,60,6
Ross,12,La broma,"Sabes, Barracuda fue la primera canción que aprendí a tocar en el teclado.",61,6
Chandler,12,La broma,"Entonces lo escuchaste, lo repetiste, eso debe significar que lo escribiste.",62,6
Joey,12,La broma,"Oh, chicos, con este chiste. Debo decir que sé que me reí a carcajadas, pero ni siquiera estoy seguro de haberlo entendido.",63,6
Ross,12,La broma,"¿Qué, no lo entendiste? El doctor es un mono.",64,6
Chandler,12,La broma,Y los monos no pueden recetar recetas.,65,6
Chandler,12,La broma,"(deja de reírse, a Ross) No tienes permitido reírte de mi chiste.",66,6
Ross,12,La broma,"¿Tu broma? Bueno, creo que el Hef no estaría de acuerdo, y por eso me envió un cheque por cien ah-dólares.",67,6
Chandler,12,La broma,"Entonces, robaste mi broma y robaste mi dinero.",68,6
Ross,12,La broma,"Bueno, iba a meterlo en el cajero automático, pero ahora creo que le mostraré al sexy cajero que soy un escritor publicado.",69,6
Chandler,12,La broma,"Bueno, ella sabrá que te robaste el chiste.",70,6
Ross,12,La broma,"Oh, ¿qué vas a hacer, seguirme hasta allí?",71,6
Chandler,12,La broma,¡Sí!,72,6
Ross,12,La broma,"Bueno, igual no voy a ir ahora (se va a sentar).",73,6
Chandler,12,La broma,Está bien (va a sentarse).,74,6
Gunter,12,La broma,(entregándole el billete a Joey) Aquí tienes.,75,6
Joey,12,La broma,"Ah, Gunther, no puedo pagar esto ahora porque no estoy trabajando, así que he tenido que reducir algunos lujos como pagar por cosas.",76,6
Gunter,12,La broma,"Bueno, si quieres, puedes trabajar aquí.",77,6
Joey,12,La broma,"Uh, no lo sé. Ya ves, es solo que yo era un habitual en una telenovela, ¿sabes? Y para pasar de eso a esto, simplemente Además, tendría que atender a todos mis amigos.",78,6
Gunter,12,La broma,"Está bien, pero el dinero es bueno y además puedes mirar a Rachel tanto como quieras.",79,6
Joey,12,La broma,¡¿Qué?!,80,6
Gunter,12,La broma,Horarios flexibles.,81,6
Joey,12,La broma,Quizás podría ser camarero. ¿Puedo usar el teléfono?,82,6
Monica,12,La broma,"(visiblemente molesta) Eligió a Rachel. Quiero decir, ella intentó echarse atrás, pero era obvio. Ella eligió a Raquel.",83,6
Chandler,12,La broma,"(visiblemente molesto) Aceptó mi broma, la aceptó.",84,6
Monica,12,La broma,Está mal. ¿Sabes qué más está mal? Phoebe escogiendo a Rachel.,85,6
Chandler,12,La broma,"¿Sabes quién más eligió a Rachel? Ross, ¿y sabes qué más hizo Ross? Me robó el chiste. ¿Sabes que? Voy a conseguir un diario de chistes. ¿Sabes? Y documentar la fecha y hora de cada uno de mis chistes.",86,6
Monica,12,La broma,Esa es una buena idea.,87,6
Chandler,12,La broma,¡Sí!,88,6
Monica,12,La broma,¿Sabes qué es una mala idea?,89,6
Chandler,12,La broma,Eligiendo a Raquel.,90,6
Monica,12,La broma,Así es. (Se oye un ruido desde la sala.) ¿Oíste algo?,91,6
Chandler,12,La broma,Tal vez sea el sonido de Ross trepando a mi cerebro y robando mis pensamientos.,92,6
Monica,12,La broma,Viene de la sala de estar.,93,6
Joey,12,La broma,(tímidamente) Terminé mi libro. (Chandler y Monica regresan lentamente a la cama.),94,6
Monica,12,La broma,(entrando) Hola chicos.,95,6
Monica,12,La broma,"(riendo) Oh, ¿no se ven lindos? Ustedes hacen una linda pareja.",96,6
Rachel,12,La broma,"Mónica, ¿qué estás haciendo?",97,6
Monica,12,La broma,"(Riéndose más fuerte) Nada, solo estoy tratando de recrear algo de la diversión que tuvimos en mi casa el otro día. (A Phoebe) ¿Recuerdas cuando elegiste a Rachel antes que a mí? Eso fue gracioso.",98,6
Phoebe,12,La broma,Supongo que fue un poco divertido.,99,6
Monica,12,La broma,(enojado) ¡No fue nada divertido! ¿Por qué harías eso? ¿Por qué no me elegiste?,100,6
Phoebe,12,La broma,"Bien. La razón por la que me inclinaba un poco más hacia Rachel que hacia ti es simplemente porque eres un poco exigente. ¡Está bien, vamos a almorzar!",101,6
Monica,12,La broma,"Eso es completamente falso. ¿Crees que necesito mucho mantenimiento? Está bien, pruébalo. ¡Quiero que hagas una lista y la repasaremos punto por punto!",102,6
Phoebe,12,La broma,"No, está bien, tienes razón. Eres tranquilo. Simplemente no eres tan tolerante como Rachel. Ella es simplemente más flexible y tranquila. Eso es todo.",103,6
Rachel,12,La broma,"(A Mónica) Bueno, las personas son diferentes.",104,6
Phoebe,12,La broma,"Ya sabes, Rachel, ella hará lo que quieras. Ya sabes, puedes simplemente pasar por encima de ella.",105,6
Rachel,12,La broma,"¿Qué? Espera un minuto. ¿Qué estás diciendo, que soy un presa fácil? No soy un presa fácil.",106,6
Phoebe,12,la broma,"Oh, está bien, (riendo) no eres fácil de convencer.",107,6
Rachel,12,La broma,"Oh Dios, crees que soy un presa fácil. Bueno, espera, mira esto, ¿sabes qué? No estás invitado a almorzar. ¿Qué opinas de eso? Creo que eso es bastante fuerte, eso es lo que pienso. Vamos Mónica, vamos a almorzar. (Ella se va)",108,6
Monica,12,La broma,(a Phoebe) Empieza a trabajar en esa lista. (Ella agarra su abrigo y se va también.),109,6
Rachel,12,La broma,No puedo creerla.,110,6
Monica,12,La broma,Lo sé. ¿Dónde quieres ir a comer?,111,6
Rachel,12,La broma,"Oh, oh, me encanta ese lugar japonés.",112,6
Monica,12,La broma,Estoy harto del japonés. No vamos a ir allí.,113,6
Rachel,12,La broma,"Muy bien, donde quieras ir está bien.",114,6
Monica,12,La broma,Está bien.,115,6
Ross,12,La broma,"(mostrando la revista Playboy a Gunther) Oh, oye, Gunther, mira esto.",116,6
Gunter,12,La broma,"Sí, ese Chandler me hace reír.",117,6
Joey,12,La broma,"Oye Ross, escucha, quieres algo de beber, porque voy para allá.",118,6
Ross,12,La broma,"Uh, sí, tomaré un café. Gracias, hombre.",119,6
Joey,12,La broma,Seguro. (A Mónica y Rachel) ¿Café? Porque voy a subir allí.,120,6
Rachel,12,La broma,No.,121,6
Monica,12,La broma,"No, gracias.",122,6
Joey,12,La broma,"(a una mesa de extraños) Ustedes necesitan cualquier cosa, porque me dirijo allí.",123,6
Mujer,12,La broma,Me encantaría un agua helada.,124,6
Joey,12,La broma,Lo entendiste.,125,6
Monica,12,La broma,"Joey, ¿qué estás haciendo?",126,6
Joey,12,La broma,"Simplemente siendo amigable. (Le da a Mónica una mirada de ""¿qué te pasa?"" y procede a caminar detrás del mostrador.)",127,6
Rachel,12,La broma,"Joey, cariño, no creo que debas volver allí.",128,6
Joey,12,La broma,"No, está bien. ¿Verdad, Gunther? (Le guiña un ojo como si estuvieran juntos contando un secreto.)",129,6
Gunter,12,La broma,No me guiñes el ojo. Y ponte el delantal.,130,6
Joey,12,La broma,"Está bien, pero no veo que le pidas a ningún otro cliente que pague que se ponga delantal.",131,6
Monica,12,La broma,"Joey, ¿trabajas aquí?",132,6
Joey,12,La broma,No.,133,6
Cliente,12,La broma,"Hola, camarero.",134,6
Joey,12,La broma,¿Sí?,135,6
Monica,12,La broma,"Joey, ¿qué está pasando? ¿Qué no nos dijiste que trabajas aquí?",137,6
Joey,12,La broma,"Es un poco embarazoso, ¿sabes? O sea, yo era actor y ahora soy camarero. Se supone que debe ir en la otra dirección.",138,6
Chandler,12,La broma,También lo es tu delantal. Lo llevas como una capa.,139,6
Joey,12,La broma,"Quiero decir, el trabajo es fácil y el dinero es bueno, ¿sabes? Supongo que de todos modos voy a quedarme aquí. También me podrían pagar por ello, ¿verdad? Me siento un poco raro sirviéndoles a ustedes.",140,6
Rachel,12,La broma,"Vamos, Joey, lo hice y estuvo bien.",141,6
Ross,12,La broma,"Sí, ¿por qué sería raro? Oye, Joey, ¿puedo tomar un café?",142,6
Joey,12,La broma,"Vale, supongo que no parece tan raro.",143,6
Ross,12,La broma,"En serio, te lo pregunté antes y todavía no lo has recibido.",144,6
Joey,12,La broma,"Mira, ahora vuelve a ser extraño.",145,6
Chandler,12,La broma,"Creo que es fantástico que trabajes aquí. Vas a ganar mucho dinero y este es tu primer consejo: no comas nieve amarilla. (Él se ríe, luego toma un bolígrafo, mira a Ross y escribe en su diario). Ah, ja, ja, 2:15, cafetería.",146,6
Rachel,12,La broma,"Bueno, ¿sabes qué? Esto es genial. Finalmente, tengo a alguien a quien también puedo transmitir mi sabiduría. Déjame contarte un par de cosas que aprendí mientras trabajaba en la cafetería. En primer lugar, el cliente siempre tiene la razón. (Joey asiente.) Una sonrisa ayuda mucho. (Joey sonríe) ¿Y si alguna vez alguien es grosero contigo? Estornuda el panecillo.",147,6
Joey,12,La broma,"Gracias, Rach. Miren, ustedes son simplemente fantásticos. ¿Sabes? Ahora, ¿qué tal si nos vamos de aquí para poder conseguir nuevos clientes? Todo es cuestión de volumen de negocios.",148,6
Ross,12,La broma,"Joey, en serio, ¿puedo tomar mi café?",149,6
Joey,12,La broma,"Oh, lo siento, Ross. Te lo conseguiré ahora mismo. Y como te hice esperar, te daré un panecillo gratis.",150,6
Rachel,12,La broma,Phoebe. Nos gustaría hablar contigo un segundo.,151,6
Phoebe,12,La broma,Bueno.,152,6
Monica,12,La broma,"Entonces, tal vez tenga un poco de alto mantenimiento. Y tal vez Rachel sea un poco fácil de convencer. ¿Pero sabes lo que decidimos que eres?",153,6
Rachel,12,La broma,"Sí, lamentamos mucho decirte esto, pero tú, Phoebe, eres inestable.",154,6
Monica,12,La broma,¡Ja!,155,6
Phoebe,12,La broma,"Es cierto, soy inestable.",156,6
Rachel,12,La broma,"Entonces, ¿qué? ¿Estás de acuerdo con ser inestable?",157,6
Phoebe,12,la broma,"Sí, totalmente.",158,6
Monica,12,La broma,"Bueno, entonces, estoy de acuerdo con tener mucho mantenimiento.",159,6
Rachel,12,La broma,"Sí, y estoy bien con ser un presa fácil.",160,6
Phoebe,12,La broma,Eso es genial. Bien por ustedes.,161,6
Monica,12,La broma,¡No necesito mucho mantenimiento!,162,6
Rachel,12,La broma,¡No soy un presa fácil!,163,6
Phoebe,12,La broma,¿Quién dijo que eras?,164,6
Phoebe,12,La broma,"Oh, estoy inestable. Diré cualquier cosa.",165,6
Joey,12,La broma,"Hola, Gunther. ¿Puedes cubrirme? Acabo de conseguir una audición.",166,6
Gunter,12,La broma,"No, me voy a teñir el pelo.",167,6
Joey,12,La broma,"¡¿En realidad?! Me gusta tu color natural. Vamos hombre, es una gran parte. Mira, compruébalo. Soy el mejor amigo del protagonista y lo espero en este bar y le guardo el asiento. Escucha-escucha. Lo siento, ese asiento está guardado.",168,6
Gunter,12,La broma,¿Esa es toda la parte?,169,6
Gunter,12,La broma,"Está bien, te veré en una hora.",170,6
Joey,12,La broma,"Oh, hombre, podría entender perfectamente esa parte. Lo siento, ese asiento está ocupado.",171,6
Patron,12,La broma,"Ah, discúlpeme.",172,6
Joey,12,La broma,"No, no, no me refiero a ti. Pero me creíste, ¿eh?",173,6
Patron,12,La broma,Creí que estabas guardando este asiento para alguien.,174,6
Joey,12,La broma,"Entonces me contratarías, ¿verdad?",175,6
Patron,12,La broma,¿Para qué?,176,6
Joey,12,La broma,"¡Exactamente! Muy bien, todos, escuchen. La cafetería estará cerrada durante aproximadamente una hora.",177,6
Clientes,12,La broma,¿Eh? ¿Qué?,178,6
Joey,12,La broma,"Sí, es para los niños. Para mantener a los niños alejados de las drogas. Es un tema muy importante en la revista Playboy de este mes. Estoy seguro de que todos habéis leído sobre ello.",179,6
Ross,12,La broma,Es mi broma.,180,6
Chandler,12,La broma,Es mi broma.,181,6
Ross,12,La broma,"Ya sabes, no creo que vayamos a resolver esto.",182,6
Chandler,12,La broma,Dejemos que Mónica decida.,183,6
Ross,12,La broma,¡Sí!,184,6
Chandler,12,La broma,¡Sí!,185,6
Ross,12,La broma,Hola lunes.,186,6
Chandler,12,La broma,"¡Mon, sal de aquí!",187,6
Ross,12,La broma,"¡Mónica! (Aparece, sin estar segura de por qué fue convocada.)",188,6
Chandler,12,La broma,"Está bien, está bien. Tienes que ayudarnos a decidir de quién es esta broma.",189,6
Monica,12,La broma,¿Por qué tengo que decidir?,190,6
Chandler,12,La broma,Porque eres el único que puede ser justo.,191,6
Ross,12,La broma,Sí.,192,6
Monica,12,La broma,No puedo ser justo. Eres mi novio.,193,6
Ross,12,La broma,"Sí, pero soy tu hermano. Somos familia. Eso es lo más importante del mundo.",194,6
Chandler,12,La broma,"(a Ross) No intentes influir en ella. (A Mónica) (En voz baja) Soy tu única oportunidad de tener un bebé. Está bien, vámonos.",195,6
Ross,12,La broma,Cada uno de nosotros te diremos cómo se nos ocurrió el chiste y luego tú decides cuál de nosotros está diciendo la verdad: yo.,196,6
Monica,12,La broma,"Está bien, Chandler, tú ve primero.",197,6
Chandler,12,La broma,"Vale, pensé en el chiste hace dos meses durante el almuerzo con Steve.",198,6
Monica,12,La broma,"Oh, espera, ¿es él el chico que conocí en Navidad?",199,6
Chandler,12,La broma,¿Puedo terminar mi historia?,200,6
Monica,12,La broma,¿Quieres que te elija?,201,6
Ross,12,La broma,"Mira, yo nunca te atacaría así.",202,6
Monica,12,La broma,Continuar.,203,6
Chandler,12,La broma,"Entonces Steve dijo que tenía que ir al médico. Y el nombre del médico de Steve es Doctor Muppy. Entonces dije: ""¿Doctor Mono?"" Y así surgió todo el asunto del Doctor Mono. (Golpea la mesa con los pies para enfatizar su punto.)",204,6
Ross,12,La broma,"¿Estás bromeando? Está bien, mira. Yo estudié la evolución. ¿Recuerdas la evolución? ¿Mono convertido en hombre? Además, soy médico y tenía un mono. ¡Soy el Doctor Mono!",205,6
Chandler,12,La broma,No estoy discutiendo con eso.,206,6
Monica,12,La broma,"Muy bien, ya he oído suficiente. He tomado mi decisión.",207,6
Monica,12,la broma,"Ambos sois idiotas. ¡El chiste no es divertido y resulta ofensivo para las mujeres, los médicos y los monos! ¡No deberían discutir sobre quién recibe el crédito, deberían discutir sobre quién es culpado por infligir esta horrible broma al mundo! ¡Ahora déjalo ir! ¡El chiste apesta!",208,6
Ross,12,La broma,Es tu broma.,209,6
Chandler,12,La broma,No lo es.,210,6
Monica,12,La broma,Hola Chandler. Ahí estás.,211,6
Chandler,12,La broma,"Hola, hola.",212,6
Monica,12,La broma,"Hola, son Phoebe y Rachel. Um, ¿por qué no les cuentas lo que me dijiste antes acerca de que no necesito mucho mantenimiento?",213,6
Chandler,12,La broma,(empieza a recitar un discurso ensayado) Mónica es una mujer autosuficiente y unida. (Pausa.) Estar con ella ha sido como estar de vacaciones. Y lo que puede percibirse como un alto mantenimiento es simplemente atención a los detalles y(vacila y Mónica lo incita.)generosidad de espíritu.,214,6
Rachel,12,La broma,"Vaya, ¿sabes qué? Ese es el mejor discurso falso que creo que he escuchado en mi vida.",215,6
Phoebe,12,La broma,¿En realidad? He oído mejor.,216,6
Monica,12,La broma,"Espera, espera, a él mismo se le ocurrió eso. Díselo, Chandler.",217,6
Chandler,12,La broma,(A Chandler) Se me acaban las palabras. ¿Debería decirlo todo de nuevo?,218,6
Monica,12,La broma,"Mira, no necesito mucho mantenimiento. Yo no lo soy. ¡Velero!",219,6
Chandler,12,La broma,(hace una pausa mientras lucha con lo que tiene que decir) Eres un poco exigente.,220,6
Monica,12,La broma,¡Ahhh! Estás en mi lista.,221,6
Chandler,12,La broma,"Lo siento. No eres tranquilo, pero sí apasionado, y eso es bueno. Y cuando te enojas por las pequeñas cosas, creo que soy bastante bueno para hacerte sentir mejor al respecto. Y eso también es bueno. Entonces, pueden decir que requieres mucho mantenimiento, pero está bien, porque a mí me gusta mantenerte.",222,6
Monica,12,La broma,"(avergonzado) (A Phoebe y Rachel) Ni siquiera le dije que dijera eso. (Se abrazan). Muy bien, estás fuera de mi lista.",223,6
Chandler,12,La broma,(felizmente) Estoy fuera de la lista. (Se sienta en el sofá.),224,6
Monica,12,La broma,"(se sienta a su lado) Phoebe, está bien que no quieras que sea tu novia porque tengo el mejor novio.",225,6
Phoebe,12,La broma,"(a Mónica) Sabes, de repente te encuentro muy atractiva.",226,6
Chandler,12,La broma,"Oye, amigo, ¿cómo te fue en la audición?",227,6
Joey,12,La broma,"No es bueno, no. No obtuve el papel y perdí mi trabajo aquí, así que",228,6
Phoebe,12,La broma,¡Guau! Esa es una mala audición.,229,6
Rachel,12,La broma,¿Cómo perdiste tu trabajo aquí?,230,6
Joey,12,La broma,"Bueno, tuve la audición pero Gunther dijo que tenía que quedarme aquí y estar a cargo para que él pudiera teñirse el cabello. Así que fui de todos modos y luego me despidió.",231,6
Rachel,12,La broma,"¿Dejó el trabajo a mitad del día para hacer un recado personal y te dejó a cargo cuando llevas dos días trabajando aquí? Eso no es así, eso no está bien.",232,6
Joey,12,La broma,"Sí, ¿qué vas a hacer?",233,6
Rachel,12,La broma,"Joey, no puedes dejar que se salga con la suya. ¿Sabes qué? No voy a dejar que se salga con la suya. Voy a decirle algoNo, realmente no debería decir nadaNo, debería decirle algo. (Se acerca al mostrador) Gunther, quiero que le devuelvas el trabajo a Joey. Realmente no es justo que tengas que despedirlo",234,6
Gunter,12,La broma,Bueno.,235,6
Rachel,12,La broma,¿Qué?,236,6
Gunter,12,La broma,Puede recuperar su trabajo.,237,6
Rachel,12,La broma,"Así es, puede recuperar su trabajo. Me alegro de que hayamos aclarado todo eso. Ahí lo tienes, Joey, recuperaste tu trabajo.",238,6
Joey,12,La broma,Eso es genial. Gracias Rach.,239,6
Rachel,12,La broma,"Sí, muy bonito, ¿eh? Ahora, ¿quién es fácil de convencer?",240,6
Phoebe,12,La broma,"(volviendo del baño) Rach, estás en mi asiento.",241,6
Rachel,12,La broma,"Oh, lo siento. (Se levanta y se mueve.)",242,6
Phoebe,12,La broma,"Oye, nunca supe a quién elegirían ustedes para que fuera su novia.",244,6
Monica,12,La broma,"Te elijo a ti, Phoebe.",245,6
Rachel,12,La broma,"Oh sí. Definitivamente tú, Pheebs.",246,6
Phoebe,12,La broma,"Sí, bueno, pensé.",247,6
Chandler,12,La broma,Ey.,248,6
Rachel,12,La broma,"Ey. Ah, tengo una pregunta. Si uno de ustedes tuviera que elegir a uno de los otros dos chicos para salir, ¿a quién elegiría?",249,6
Ross,12,La broma,De ninguna manera.,250,6
Joey,12,La broma,No voy a responder eso.,251,6
Chandler,12,La broma,Joey! (Pausa mientras todos lo miran fijamente.) De ninguna manera. No voy a responder eso.,252,6
Teleplay por,13,La hermana de Raquel,Sherry Bilsing y Ellen Plummer Historia de: Seth Kurland Transcrito por: Eric Aasen,0,6
Joey,13,La hermana de Raquel,"Vale, Rach, ese panecillo y café expreso, $4,50. Ross, café con leche doble, $2,75. Chandler, café y bollo, 4,25 dólares. Y Pheebs, té de hierbas, 1,25 dólares. Entonces, en total eso es (hace una pausa para calcular el total) $12.75.",1,6
Chandler,13,La hermana de Raquel,Esto viene del hombre que no pudo dividir nuestra factura telefónica de 80 dólares por la mitad.,2,6
Mujer,13,La hermana de Raquel,¡Hola!,3,6
Joey,13,La hermana de Raquel,¡Hola!,4,6
Mujer,13,La hermana de Raquel,¿Cuánto te debo por el panecillo y el café con leche?,5,6
Joey,13,La hermana de Raquel,"Oh, eso corre por cuenta de la casa, cortesía de Joey Tribbiani.",6,6
Mujer,13,La hermana de Raquel,"¡Oh genial! Bueno, dile gracias. Y dado que Joey parece un buen tipo, ¿tal vez podríamos tener una cita en algún momento?",7,6
Joey,13,La hermana de Raquel,"Bueno, no está acostumbrado a que las mujeres sean tan atrevidas con él; pero bueno, lo consulto con él. Él dice que está bien. (Le entrega su tarjeta.) ¡Genial! ¡Gracias! ¡Adiós!",8,6
Ross,13,La hermana de Raquel,"Hola Joey, ¿por qué nuestras cosas no son gratis?",9,6
Joey,13,La hermana de Raquel,¡Lo será cuando luzcas así con una falda ajustada! ¡Esto es genial! ¡Estoy teniendo más citas que nunca!,10,6
Rachel,13,La hermana de Raquel,"Espera un momento, ¿solo estás regalando cosas gratis a las chicas guapas?",11,6
Phoebe,13,La hermana de Raquel,"¡Sí, Joey, eso es tan asqueroso!",12,6
Joey,13,La hermana de Raquel,"¿Qué tal un bollo gratis, bebé de la casa?",13,6
Phoebe,13,La hermana de Raquel,(risas) Soy bonita.,14,6
Ross,13,La hermana de Raquel,"Oye, ¿alguien tiene chicle?",16,6
Phoebe,13,La hermana de Raquel,"¡Ah, sí! (Agarra su enorme bolso y comienza a hurgar en él y a sacar varios artículos en una búsqueda inútil del chicle.) Oh, ¿sabes qué? No. (Pausa) Espera un segundo. (Saca una bolsa llena de agua que tiene un pez dorado nadando en ella.) Sé que está por aquí en alguna parte.",17,6
Ross,13,La hermana de Raquel,¿Sabes qué? ¡Estoy bien! ¡Estoy bien!,18,6
Monica,13,La hermana de Raquel,(entrando) ¡Oye!,19,6
