text,speaker,season,episode_number,scene,utterance
"Bien, ahora no saldría contigo porque pareces un poco espeluznante.",Meg,6,2,5,18
Me siento muy atraído por él en este momento.,Karin,6,2,5,19
"[Escena: Apartamento de Monica y Rachel, Chandler y Monica todavía están debatiendo sobre cómo decirle a Rachel que Chandler se mudará y ella se mudará.]",Scene Directions,6,2,6,1
"Bien, ¿cuándo le diremos a Rachel lo que realmente va a pasar?",Chandler Bing,6,2,6,2
"¡Pronto! Simplemente no podía antes. ¡Viste lo enojado que se puso Joey! ¡No podría hacerle eso, ella es mi mejor amiga!",Monica Geller,6,2,6,3
"Bueno, Joey es mi mejor amigo.",Chandler Bing,6,2,6,4
¿No soy tu mejor amigo?,Monica Geller,6,2,6,5
Acabas de decir... Por supuesto que eres mi mejor amigo. ¿Podrías decírselo a Rachel?,Chandler Bing,6,2,6,6
"Está bien, está bien, al menos estoy preparado.",Monica Geller,6,2,6,7
Bueno. Oh sí.,Chandler Bing,6,2,6,8
¡Ey!,Monica Geller,6,2,6,9
"¡Oye, oye!",Chandler Bing,6,2,6,10
¡Estos no son para ti! ¿Estás molesto?,Monica Geller,6,2,6,11
¡Lo soy ahora!,Chandler Bing,6,2,6,12
¡Hola compañero de cuarto!,Rachel Green,6,2,6,13
"¡Está bien, adiós!",Chandler Bing,6,2,6,14
"Rach, hay algo importante que tengo que decirte.",Monica Geller,6,2,6,15
¿Estás embarazada?,Rachel Green,6,2,6,16
¡No! ¡Pero voy a tirar esta camiseta! Creo que hubo un pequeño malentendido antes.,Monica Geller,6,2,6,17
Um-hmm.,Rachel Green,6,2,6,18
"Umm, cuando dije que Chandler y yo queríamos umm, vivir juntos, queríamos decir solos juntos.",Monica Geller,6,2,6,19
"¡Ay dios mío! Oh, eso es gracioso, no puedo creer que haya hecho eso.",Rachel Green,6,2,6,20
"¡Ay no cariño, no! ¡Esto es mi culpa, no lo fui claro! Lo siento mucho. Y escucha, tómate todo el tiempo que necesites para mudarte, ¿vale? No hay absolutamente ninguna prisa.",Monica Geller,6,2,6,21
Bueno.,Rachel Green,6,2,6,22
Bueno. ¿No quieres una galleta?,Monica Geller,6,2,6,23
¿Seguro? Gracias.,Rachel Green,6,2,6,24
"Tal vez, ¿necesitas un pañuelo?",Monica Geller,6,2,6,25
(Rachel murmura ajá y escupe la galleta a medio comer en el pañuelo.),Scene Directions,6,2,6,26
"Mónica, ¿de dónde sacaste esto?",Rachel Green,6,2,6,27
¡Yo los hice!,Monica Geller,6,2,6,28
"¡Dios mío, están tan deliciosos!",Rachel Green,6,2,6,29
"[Escena: Apartamento de Chandler y Joey, Chandler está empacando algunos libros y Joey lo está mirando.]",Scene Directions,6,2,7,1
"Dios, va a ser tan raro como cuando llego a casa y no estás aquí. ¿Sabes? No más Joey y Chan. No más J y C. ""¿Quieres ir a casa de Joey y Chandler?"" ""No puedo, no está ahí"".",Joey Tribbiani,6,2,7,2
"Mira, estaré al otro lado del pasillo, aún podemos hacer lo mismo.",Chandler Bing,6,2,7,3
"Sí, pero no podremos levantarnos en medio de la noche y tener largas conversaciones sobre nuestros sentimientos y el futuro.",Joey Tribbiani,6,2,7,4
Ni una sola vez hicimos eso.,Chandler Bing,6,2,7,5
Hola.,Monica Geller,6,2,7,6
¡Ey!,Chandler Bing,6,2,7,7
Hola.,Joey Tribbiani,6,2,7,8
Entonces le dije a Rachel que solo íbamos a ser nosotros dos.,Monica Geller,6,2,7,9
"¿Oh sí? Bueno, ¿cómo se lo tomó?",Chandler Bing,6,2,7,10
"Realmente bien. Sí. Sorprendentemente bien. Sí, ella no lloró. Ella no estaba enojada ni triste.",Monica Geller,6,2,7,11
¿Y estás molesto porque no hiciste llorar a tu mejor amigo?,Chandler Bing,6,2,7,12
"Quiero decir, ¡lo único que pido es un poco de emoción! ¿Es demasiado pedir después de seis años? ¿Quiero decir qué? ¿Rachel y yo no somos tan cercanos como ustedes? Quiero decir, ¿no nos divertimos tanto? ¡¿No merezco unas lágrimas?!! Quiero decir, le dijimos a Joey, ¡y lloró a mares!",Monica Geller,6,2,7,13
¡Ey! ¡¡No lloré mucho!! ¡Vamos! ¡Es como el fin de una era! ¡¡No más J-man y Channie!!,Joey Tribbiani,6,2,7,14
"Bien, tengo que preguntar, ¿quién nos llama así?",Chandler Bing,6,2,7,15
"[Escena: Oficina del abogado de Ross, su nombre es Russell y Ross acaba de informarle sobre su situación actual.]",Scene Directions,6,2,8,1
Te casaste de nuevo.,Russell,6,2,8,2
Sí.,Ross Geller,6,2,8,3
Éste es su segundo matrimonio en dos años.,Russell,6,2,8,4
"Sí, segundo en dos años. Tercero en la general.",Ross Geller,6,2,8,5
"Ross, he sido abogado de divorcios durante 23 años y nunca tuve tantos negocios con un solo cliente. ¿Por qué no me cuentas qué pasó?",Russell,6,2,8,6
"Básicamente, Rachel y yo estábamos en Las Vegas y nos emborrachamos...",Ross Geller,6,2,8,7
"Lo siento, ¿es esta la misma Rachel cuyo nombre dijiste en el altar en el segundo matrimonio?",Russell,6,2,8,8
¡Sí-sí-sí! Pero yo no la amo.,Ross Geller,6,2,8,9
"Ah, entonces está mejor.",Russell,6,2,8,10
Esto fue sólo un error de borrachera y necesito anularlo.,Ross Geller,6,2,8,11
Veo. ¿Has considerado la terapia?,Russell,6,2,8,12
Creo que justo la anulación por hoy.,Ross Geller,6,2,8,13
Hay un par de formularios para completar.,Russell,6,2,8,14
Fácil.,Ross Geller,6,2,8,15
Y necesitaremos testigos que puedan testificar que usted no estaba en su sano juicio.,Russell,6,2,8,16
Ningún problema.,Ross Geller,6,2,8,17
Y necesitaremos que tú y Rachel testifiquen ante un juez.,Russell,6,2,8,18
¡Oh! ¿No hay manera de hacer esto sin ella? Porque ya le dije que ya estaba solucionado.,Ross Geller,6,2,8,19
"Por supuesto que lo hiciste. Mira, Ross, no puedes obtener una anulación a menos que tú y Rachel estén allí.",Russell,6,2,8,20
"Uh-ha, ¿qué pasa con alguien que se parece a Rachel? Pensaré en la terapia.",Ross Geller,6,2,8,21
"[Escena: Apartamento de Monica y Rachel, Rachel se está pintando las uñas de los pies cuando Monica entra.]",Scene Directions,6,2,9,1
¡Ey!,Rachel Green,6,2,9,2
Ey. Así que estaba pensando que tal vez deberíamos empezar a dividir nuestras cosas.,Monica Geller,6,2,9,3
¡Bueno!,Rachel Green,6,2,9,4
"Ya sabes, no tiene sentido alargarlo. Prolongando el largo proceso de que tú te mudes y nosotros ya no vivamos juntos.",Monica Geller,6,2,9,5
Bueno.,Rachel Green,6,2,9,6
"Hola Rach, ¿qué pasa con esto? ¿Eh? ¿Quién recibe esto? Mira, no sé si lo quiero porque podrían ser, ya sabes, ¡demasiados recuerdos!",Monica Geller,6,2,9,7
¿Qué diablos es eso?,Rachel Green,6,2,9,8
"No sé. Oye, Rachel, ¿quieres el plato grande? Quiero que tengas el plato grande.",Monica Geller,6,2,9,9
"¡Guau! Mon, gracias! ¡Me encanta este plato!",Rachel Green,6,2,9,10
¡Algo para recordarme!,Monica Geller,6,2,9,11
"Mon, cariño, no te estás muriendo. Me estoy mudando recién. Ya sabes, quiero decir que nos veremos todo el tiempo.",Rachel Green,6,2,9,12
"Pero aún así, es un gran cambio. ¡El fin de una era, se podría decir!",Monica Geller,6,2,9,13
¿Estás bien? No estás parpadeando.,Rachel Green,6,2,9,14
"¡Estoy bien! Simplemente, estoy pensando en cuánto es el fin de una era.",Monica Geller,6,2,9,15
"Ah, está bien. Pero debo decir que no creo que seis años cuenten como una era.",Rachel Green,6,2,9,16
"Una era se define como un período de tiempo significativo. Ahora bien, fue importante para mí, ¡tal vez no lo fue para ti!",Monica Geller,6,2,9,17
¡¿Qué te pasa?!,Rachel Green,6,2,9,18
"¡¿Qué te pasa?!! ¡¿Por qué no estás más molesto?! ¡¿No te entristecerá que ya no vivamos juntos?! Quiero decir, ¡¿no me vas a extrañar en absoluto?!",Monica Geller,6,2,9,19
"Está bien, está bien, pero no te enojes conmigo. Es... es un poco difícil de creer.",Rachel Green,6,2,9,20
¿Qué es difícil de creer?,Monica Geller,6,2,9,21
"Bueno, ya saben, son ustedes. ¡Tú haces este tipo de cosas! ¿Sabes? Quiero decir, ¡ibas a casarte en Las Vegas y luego te echaste atrás! Supongo que no estoy molesto porque no veo que ustedes sigan adelante con esto. Lo lamento.",Rachel Green,6,2,9,22
"Rachel, va a suceder. Chandler se mudará aquí.",Monica Geller,6,2,9,23
Pero yo...,Rachel Green,6,2,9,24
"¡No, no, espera! Sólo déjame terminar, ¿vale? Esto no es algo que decidimos impulsivamente en Las Vegas, es algo que ambos realmente queremos. Y va a suceder.",Monica Geller,6,2,9,25
¿Es? ¿En realidad?,Rachel Green,6,2,9,26
"Sí, cariño.",Monica Geller,6,2,9,27
"Quiero decir, ¿ya no vamos a vivir juntos?",Rachel Green,6,2,9,28
No.,Monica Geller,6,2,9,29
¿Qué? ¡Ay dios mío! ¡Te voy a extrañar mucho!,Rachel Green,6,2,9,30
¡Te voy a extrañar!,Monica Geller,6,2,9,31
¡Quiero decir que es el fin de una era!,Rachel Green,6,2,9,32
¡Lo sé!,Monica Geller,6,2,9,33
"[Escena: El pasillo, Ross sube las escaleras mientras Phoebe sale de casa de Joey y Chandler.]",Scene Directions,6,2,10,1
"¡Está bien, adiós!",Phoebe Buffay,6,2,10,2
"Oh, no.",Ross Geller,6,2,10,3
¿Entonces? ¿Conseguiste la anulación?,Phoebe Buffay,6,2,10,4
No pude.,Ross Geller,6,2,10,5
¡Lo sabía! Porque amas a Raquel.,Phoebe Buffay,6,2,10,6
No es eso. ¿Bueno? Las anulaciones son más complicadas que yo...,Ross Geller,6,2,10,7
"Sí, complicado por el amor.",Phoebe Buffay,6,2,10,8
"Yo... yo sí, no amo a Rachel. Le contaré todo ahora mismo para que podamos anular este matrimonio lo más rápido posible. ¿Bueno? ¿Haría eso si la amara?",Ross Geller,6,2,10,9
Nunca he estado más convencido de tu amor por ella.,Phoebe Buffay,6,2,10,10
¡No tengo sentimientos por Rachel! ¡¿Bueno?!,Ross Geller,6,2,10,11
[Corte a casa de Monica y Rachel mientras Ross entra por la puerta. Rachel sostiene la estrella cromada y llora.],Scene Directions,6,2,10,12
¡¿Qué pasa?!,Ross Geller,6,2,10,13
Monica y Chandler realmente se mudarán aquí y yo tengo que mudarme y todo está cambiando.,Rachel Green,6,2,10,14
"¡Dios mío, ven aquí! ¡Ven aquí! Está bien. Todo va a estar bien.",Ross Geller,6,2,10,15
Gracias.,Rachel Green,6,2,10,16
Por supuesto.,Ross Geller,6,2,10,17
(Ross de repente se da cuenta de algo.),Scene Directions,6,2,10,18
"[Escena: Central Perk, Joey y Phoebe están hablando.]",Scene Directions,6,2,11,1
"Entonces, Ross y Rachel se casaron, Monica y Chandler casi se casan, ¿crees que tú y yo deberíamos juntarnos?",Joey Tribbiani,6,2,11,2
"Oh, lo hacemos, pero todavía no.",Phoebe Buffay,6,2,11,3
"¡¿En realidad?! Bueno, ¿cuándo?",Joey Tribbiani,6,2,11,4
"Bueno, bueno, primero Chandler y Mónica se casarán y, por cierto, serán asquerosamente ricos. Sí. Pero no funcionará.",Phoebe Buffay,6,2,11,5
Guau.,Joey Tribbiani,6,2,11,6
"Lo sé. Entonces, me casaré con Chandler por el dinero y tú te casarás con Rachel y tendrás hijos hermosos.",Phoebe Buffay,6,2,11,7
¡Excelente!,Joey Tribbiani,6,2,11,8
Pero luego nos deshacemos de esos dos y ahí es cuando nos casamos. Tendremos el dinero de Chandler y los hijos de Rachel y conseguir la custodia será fácil debido al problema con la bebida de Rachel.,Phoebe Buffay,6,2,11,9
"Oh-oh, ¿qué pasa con Ross?",Joey Tribbiani,6,2,11,10
"No quiero entrar en todo el asunto, pero umm, tenemos palabras y lo mato.",Phoebe Buffay,6,2,11,11
"[Escena: Apartamento de Monica y Rachel, Joey, Monica y Phoebe están allí cuando Chandler entra.]",Scene Directions,6,3,1,1
¡Ey!,Chandler Bing,6,3,1,2
¡Ey! ¡Échale un vistazo! ¡Esto es increíble! ¡Joey ha estado conteniendo la respiración durante casi cuatro minutos!,Phoebe Buffay,6,3,1,3
"(Vemos a Joey que ha inflado sus mejillas y Chandler se agacha con indiferencia y le pellizca la nariz para cerrarla. En unos segundos, Joey tiene que moverse porque ahora se ve obligado a contener la respiración.)",Scene Directions,6,3,1,4
¡Dudar! ¡¿Qué estás tratando de matarme?!,Joey Tribbiani,6,3,1,5
"Phoebs, quiero preguntarte algo.",Rachel Green,6,3,1,6
"Ajá, ¿qué?",Phoebe Buffay,6,3,1,7
"Bueno, ya que me voy a mudar y eres tan hermosa...",Rachel Green,6,3,1,8
¡Oh!,Phoebe Buffay,6,3,1,9
...¿Qué tal si me mudo contigo?,Rachel Green,6,3,1,10
"Bueno, eso sería genial, pero ¿qué hacemos con Denise?",Phoebe Buffay,6,3,1,11
¿Quién es Denise?,Monica Geller,6,3,1,12
Mi compañero de cuarto.,Phoebe Buffay,6,3,1,13
¿Tienes un compañero de cuarto?,Rachel Green,6,3,1,14
"Sí, Denise. ¡Denise!",Phoebe Buffay,6,3,1,15
"Oye, ¿qué pasa con el secretismo Phoebe? ¿Eh? ¿Y qué hay de esta Denise, es linda?",Joey Tribbiani,6,3,1,16
"Phoebs, no lo entiendo. ¿Cómo puedes tener un compañero de cuarto del que ninguno de nosotros sabe nada?",Chandler Bing,6,3,1,17
Quizás porque nunca escuchas nada de lo que digo. ¡Hablo de ella todo el tiempo! DENISE!!!!!,Phoebe Buffay,6,3,1,18
"Hola Rach, escucha, estaba pensando, uh, voy a tener una habitación extra en mi casa...",Joey Tribbiani,6,3,1,19
"Ah, eso es verdad.",Rachel Green,6,3,1,20
"Sí, ¿por qué no te mudas conmigo? ¡Será genial! Podríamos quedarnos despiertos hasta tarde, ver películas y ya conoces el jueves desnudo, ¿verdad?",Joey Tribbiani,6,3,1,21
"Sí, sí, creo que voy a encontrar mi propio lugar.",Rachel Green,6,3,1,22
"¡Oye, oye! ¡Pensé que Naked Thursday's era lo nuestro, hombre!",Chandler Bing,6,3,1,23
"[Escena: Central Perk, Ross está leyendo una revista, comiendo una galleta y tomando un poco de café cuando Phoebe entra.]",Scene Directions,6,3,2,1
Ey.,Phoebe Buffay,6,3,2,2
¡Ey!,Ross Geller,6,3,2,3
"Entonces, ¿qué dijo Rachel cuando le dijiste que todavía estabas casado con ella?",Phoebe Buffay,6,3,2,4
"Ah, eso. Umm, ella lo tomó muy bien.",Ross Geller,6,3,2,5
No le dijiste ¿verdad?,Phoebe Buffay,6,3,2,6
No.,Ross Geller,6,3,2,7
"Por supuesto que no, porque estás enamorado de ella.",Phoebe Buffay,6,3,2,8
"No estoy enamorado de ella. Ella estaba muy molesta por tener que mudarse, así que no le dije que todavía estábamos casados ​​porque solo se enojaría más. Sólo la consolé, como amiga.",Ross Geller,6,3,2,9
¿Qué quieres decir con consolarla?,Phoebe Buffay,6,3,2,10
"No es nada, solo le di un abrazo.",Ross Geller,6,3,2,11
"¡Ah, ja! Un clásico signo de amor, ¡el abrazo!",Phoebe Buffay,6,3,2,12
También es un signo de amistad.,Ross Geller,6,3,2,13
"Sí, no en tu caso, Lovey Loverson.",Phoebe Buffay,6,3,2,14
¡Fue un abrazo!,Ross Geller,6,3,2,15
"Bien, sólo dime esto, ¿oliste o no su pelo?",Phoebe Buffay,6,3,2,16
¿Huele su pelo? ¿Y si lo hiciera?,Ross Geller,6,3,2,17
"¡El noventa por ciento de las feromonas de una mujer salen por la parte superior de su cabeza! Por eso, por eso las mujeres son más bajas. ¡Para que los hombres se enamoren cuando los abracen! Vamos, Ross, eres un científico.",Phoebe Buffay,6,3,2,18
"La estaba abrazando como a una amiga. No es culpa mía. Su pelo se me metió en la cara, tiene mucho pelo y huele todo, eh... a coco. ¡¿Qué?! ¡Oh, eso no significa que sienta algo por Rachel! ¡Tal vez signifique que tengo sentimientos por los cocos!",Ross Geller,6,3,2,19
"Está bien, lo que tú digas. Pero ten cuidado, ¿vale? Rachel no está en el mismo lugar que tú.",Phoebe Buffay,6,3,2,20
"Si el lugar al que te refieres también es estar enamorado, ¡entonces ella está en el mismo lugar que yo porque yo no estoy en ese lugar!",Ross Geller,6,3,2,21
"Vale, no entendí eso, pero ya sabes, ¡tal vez sea porque estabas hablando el lenguaje secreto del amor!",Phoebe Buffay,6,3,2,22
"(Ella va por su revista y él la agarra antes de que ella la alcance. Pero ella solo estaba usando la revista como señuelo porque agarra su galleta y su café, le da un mordisco a la galleta y bebe un poco de café.)",Scene Directions,6,3,2,23
"[Escena: Apartamento de Monica y Rachel, Chandler y Monica están allí cuando Joey entra.]",Scene Directions,6,3,3,1
"¡Ey! Amigo, un tipo acaba de llamarte.",Joey Tribbiani,6,3,3,2
¿Quién fue?,Chandler Bing,6,3,3,3
"¡No sé! ¿Qué tal ""Gracias por recibir el mensaje""? ¡Dios!",Joey Tribbiani,6,3,3,4
"Vale, escucha, ¿sabes que cuando te mudes la habitación de Rachel estará vacía? ¿Quieres hablar sobre lo que queremos hacer con ella?",Monica Geller,6,3,3,5
¡Seguro!,Chandler Bing,6,3,3,6
"Vale, estaba pensando que deberíamos tener una bonita habitación de invitados, ¿verdad? ¡Con una cama tipo trineo de caoba y mesitas de noche con flores todo el tiempo! ¡Y podríamos tener un escritorio enrollable con tarjetas de comentarios para que la gente pudiera decir cuánto les encantó quedarse aquí! Vale, lo que sea, realmente no lo he pensado mucho.",Monica Geller,6,3,3,7
"Bueno, me gusta esa idea. ¡Obviamente! Estaba pensando que tal vez podría ser una sala de juegos, ¿sabes? Quiero decir que puedes comprar juegos de arcade antiguos como Space Invaders y Asteroids por $ 200, ¡los reales! ¡Los grandes, los grandes!",Chandler Bing,6,3,3,8
No.,Monica Geller,6,3,3,9
"Bien, entonces quieres decir que no, como en ""Caramba, Chandler, qué idea tan interesante. Discutamosla antes de rechazarla por completo"".",Chandler Bing,6,3,3,10
"Ah, lo siento. Por supuesto que lo digo en serio. Interesante idea, umm, habla de ello, pero no.",Monica Geller,6,3,3,11
"Entonces, ¿eso es todo?",Chandler Bing,6,3,3,12
Simplemente no creo que los juegos de arcade vayan en la hermosa habitación de invitados. La hermosa habitación de invitados estará llena de antigüedades.,Monica Geller,6,3,3,13
¡Por eso Asteroids es perfecto! ¡Es el juego más antiguo!,Chandler Bing,6,3,3,14
¿Qué tienes en contra de la hermosa habitación de invitados?,Monica Geller,6,3,3,15
"No tengo nada en contra de la hermosa habitación de invitados, ¡especialmente porque todos los que conocemos viven a unos 30 segundos de distancia!",Chandler Bing,6,3,3,16
¿Te estás burlando de mí?,Monica Geller,6,3,3,17
"No, no me estoy burlando de ti ni de tu hermosa habitación de invitados.",Chandler Bing,6,3,3,18
"[Escena: Apartamento de Chandler y Joey, Chandler viene desde el otro lado del pasillo.]",Scene Directions,6,3,4,1
¿Hola! Qué tal?,Joey Tribbiani,6,3,4,2
"Nada, Mónica y yo tuvimos una pelea estúpida.",Chandler Bing,6,3,4,3
"Pero todavía se van a vivir juntos, ¿verdad? Porque mi anuncio salió hoy.",Joey Tribbiani,6,3,4,4
"""Se busca. Compañera de cuarto, no fumadora, no fea"". ¡Lindo!",Chandler Bing,6,3,4,5
"¿Sí? Simplemente pensé, ya sabes, después de vivir contigo sería un cambio interesante tener una compañera de cuarto, ¿sabes? Alguien de quien pueda aprender, alguien... alguien que sea diferente a mí. Y qué es más diferente que yo; ¿Un chico que no tiene 19 años que una chica que tiene 19 años? ¿Eh? ¡No solo un perchero, amigo mío!",Joey Tribbiani,6,3,4,6
"[Escena: Central Perk, Phoebe está en el sofá mirando al vacío mientras Rachel entra.]",Scene Directions,6,3,5,1
"Phoebs, tengo que preguntarte...",Rachel Green,6,3,5,2
¡Shhhh! Estoy abrumado ahora mismo.,Phoebe Buffay,6,3,5,3
Sólo estás mirando al vacío.,Rachel Green,6,3,5,4
"Umm, estoy tratando de mover ese lápiz.",Phoebe Buffay,6,3,5,5
¿Éste?,Rachel Green,6,3,5,6
¡Funcionó!,Phoebe Buffay,6,3,5,7
"¡Pheebs, todo este asunto del apartamento es sólo una pesadilla! Cada lugar que puedo permitirme tiene un compañero de cuarto que es un bicho raro. Quiero decir, mira esto; ""Se busca. Compañera de cuarto, no fumadora, no fea"". ¡Es que no hay nada! ¡La ciudad está llena!",Rachel Green,6,3,5,8
"Espera, no, ¡mira esto! ""Dos habitaciones, dos baños, deben ser no fumadores, los adoradores de Satán están bien..."" Oh, sí, pero está en la planta baja.",Phoebe Buffay,6,3,5,9
¡Ey!,Ross Geller,6,3,5,10
Ey.,Rachel Green,6,3,5,11
"Rach, ¿sigues buscando un lugar?",Ross Geller,6,3,5,12
¡Sí! ¿Por qué?,Rachel Green,6,3,5,13
"Bien, está este tipo, Warren, del museo, que va a excavar durante dos años y tiene un gran lugar que necesita subarrendar. Entonces, ¿estás interesado?",Ross Geller,6,3,5,14
¡Eso suena genial! ¡¡Me encantaría vivir en Warren's!! ¡Me encanta Warren! ¡Gracias!,Rachel Green,6,3,5,15
"¡No me agradezcas! Si quieres agradecer algo, agradécele al volcán que entró en erupción hace miles de años, matando pero preservando perfectamente una civilización entera. Aquí está el número de Warren.",Ross Geller,6,3,5,16
"¡Oh, esto es genial! ¡Lo llamaré ahora mismo! ¡Ah, gracias!",Rachel Green,6,3,5,17
"(Ella lo abraza y él comienza a devolverle el abrazo, pero nota la mirada que Phoebe le está dando y la empuja.)",Scene Directions,6,3,5,18
"¡Está bien, ve a buscarlo!",Ross Geller,6,3,5,19
Lo vi.,Phoebe Buffay,6,3,5,20
No sé de qué estás hablando.,Ross Geller,6,3,5,21
"Umm, estoy hablando de lo que ya sabes pero no quieres admitir. La amas de nuevo; ¡la vuelves a amar!",Phoebe Buffay,6,3,5,22
"Mira, no la vuelvo a amar.",Ross Geller,6,3,5,23
"¡No puedo creer que no lo admitas! Vale, sólo prométeme que no harás nada estúpido.",Phoebe Buffay,6,3,5,24
"¡Mira, ahora solo somos amigos! ¿Bueno? ¿Por qué haría algo estúpido?",Ross Geller,6,3,5,25
"¡¡¡Puaj!!! ¡Pues el apartamento ya está subarrendado! Quiero decir, esto es simplemente inútil. Nunca encontraré nada.",Rachel Green,6,3,5,26
Puedes vivir conmigo.,Ross Geller,6,3,5,27
¡¿Qué?!,Rachel Green,6,3,5,28
¡¿Qué?!,Phoebe Buffay,6,3,5,29
¿Qué?,Ross Geller,6,3,5,30
"[Escena: Central Perk, continuación de antes.]",Scene Directions,6,3,6,1
¡Ay dios mío! ¡¿Hablas en serio?!,Rachel Green,6,3,6,2
Ajá.,Ross Geller,6,3,6,3
Me encantaría vivir contigo Ross; ¡Eso es genial! ¡Gracias!,Rachel Green,6,3,6,4
"Bueno, me alegro de poder, ya sabes, ayudarte.",Ross Geller,6,3,6,5
"¡Guau! Estoy muy feliz por ustedes. Esto es regular, no estúpido.",Phoebe Buffay,6,3,6,6
"Ross-Ross, ¡no tienes idea de lo que esto significa para mí! Quiero decir, quiero decir que iba a quedarme sin hogar. ¡Me acabas de salvar! ¡Eres mi héroe!",Rachel Green,6,3,6,7
"Héroe, no lo sé... bueno, está bien.",Ross Geller,6,3,6,8
"¡Oh, tengo que ir a decirle a Mónica que tiene un hermano maravilloso!",Rachel Green,6,3,6,9
"¡Ay por favor! Vas a decir cosas ahora, ¿no?",Ross Geller,6,3,6,10
"No. No, no lo haré. Pero debo decirte esto: exactamente lo mismo le pasó a mi compañera de cuarto Denise. Se mudó con un chico que estaba casado en secreto con ella y él dijo que no la amaba, pero realmente la amaba, ¡y todo explotó! ¡Y así acabó viviendo conmigo! Vale, eso es mentira.",Phoebe Buffay,6,3,6,11
"[Escena: Apartamento de Monica y Rachel, Monica está en la cocina cuando Chandler entra.]",Scene Directions,6,3,7,1
Hola.,Chandler Bing,6,3,7,2
Hola.,Monica Geller,6,3,7,3
"Hola, escucha, lamento lo de antes. No necesito tener una sala de juegos. Quiero decir, cuando era niño sólo jugaba a esos juegos porque no podía conseguir chicas, y ahora sí puedo. Ahora, te tengo a ti. No-no es que piense que te tengo o que te considere propiedad de ninguna manera, veo mujeres...",Chandler Bing,6,3,7,4
"Basta, Chandler. Yo también lo siento.",Monica Geller,6,3,7,5
¿En realidad?,Chandler Bing,6,3,7,6
¡Sí! ¡Oh sí!,Monica Geller,6,3,7,7
Oh.,Chandler Bing,6,3,7,8
"Escucha, no tenemos que hacer de eso una habitación de invitados, podemos pensar juntos en algo que hacer con la habitación.",Monica Geller,6,3,7,9
¡Es una gran idea! Podemos pensar fácilmente en una manera de que ambos disfrutemos de la habitación.,Chandler Bing,6,3,7,10
¡Totalmente!,Monica Geller,6,3,7,11
(Empiezan a pensar.),Scene Directions,6,3,7,12
No tenemos que pensar en esto ahora.,Chandler Bing,6,3,7,13
Ah bien.,Monica Geller,6,3,7,14
"Oye, ¿sabes qué? Why don't we think about changes we can make in the living room?",Chandler Bing,6,3,7,15
¿Cambios?,Monica Geller,6,3,7,16
"Sí, quiero decir que vamos a tener que mover algunos muebles para hacer espacio para mi silla.",Chandler Bing,6,3,7,17
¿Vas a traer el Barça Lounger aquí?,Monica Geller,6,3,7,18
¿Es eso un problema?,Chandler Bing,6,3,7,19
"Bueno, es un set y probablemente deberían permanecer juntos.",Monica Geller,6,3,7,20
"Oh, eso es genial. Entonces los traeré a ambos.",Chandler Bing,6,3,7,21
"Mira ahora, ahora los estás sacando de su hogar.",Monica Geller,6,3,7,22
"Está bien, lo entiendo. ¡Así que no obtengo nada! ¡Nada aquí es mío! ¡Todo aquí es tuyo! ¡Me levantaré por la mañana, me vestiré y me iré a trabajar!",Chandler Bing,6,3,7,23
"Sí, sí, ¿sabes qué? Sí, eso es todo, ¡todo será mío! ¡Nada será tuyo! ¡Eso es lo que dije! ¡Vamos, Chandler! ¡Me refiero a la tumbona Barça! ¡Simplemente no coincide! ¿A dónde irá?",Monica Geller,6,3,7,24
¡En la sala de juegos!,Chandler Bing,6,3,7,25
"¡Mira, no es culpa mía que tus sillas sean increíblemente feas!",Monica Geller,6,3,7,26
¡Está bien! ¡Está bien! ¡Está bien! ¡No traeré las sillas! ¡No traeré nada! ¡¡No quisiera arruinar el ambiente aquí en casa de la abuela!!,Chandler Bing,6,3,7,27
"[Escena: Apartamento de Chandler y Joey, Joey está entrevistando a un posible compañero de cuarto. Y sí, ella es mujer, no fuma y no es nada fea.]",Scene Directions,6,3,8,1
"Todo en tu solicitud se ve muy bien. ¡Ohh! Sólo una última pregunta, umm, ¿tú y tus amigos estarán aquí todo el tiempo para divertirse y pasar el rato?",Joey Tribbiani,6,3,8,2
"Oh, no te preocupes, no soy realmente una chica fiestera.",The Potential Roommate,6,3,8,3
"¡¡Vaya!! Ahora mira, no te quedes sin decir cosas. Quiero que pienses realmente en tus respuestas. ¿Bueno?",Joey Tribbiani,6,3,8,4
¡Puedes cancelar la búsqueda de compañero de cuarto! ¡Hola! Estaré viviendo aquí.,Chandler Bing,6,3,8,5
"Oh, no le hagas caso, es sólo un tipo que realmente quiere el apartamento, pero no creo que lo consiga.",Joey Tribbiani,6,3,8,6
¿Por qué bajaste la cortina de la ducha?,Chandler Bing,6,3,8,7
¡Esa cosa era un peligro! Soy muy consciente de la seguridad.,Joey Tribbiani,6,3,8,8
"[Escena: Apartamento de Ross, Rachel entra y Ross está haciendo espacio en los estantes para sus cosas.]",Scene Directions,6,3,9,1
¡Ey!,Rachel Green,6,3,9,2
"¡Ey! Oh, escucha, solo estaba dejando espacio para tus cosas.",Ross Geller,6,3,9,3
"Oh, gracias, pero escucha, estaba en casa de Mónica y ella y Chandler tuvieron una gran pelea y no se van a mudar.",Rachel Green,6,3,9,4
"¿Qué quieres decir con que no se mudarán? Todavía se están mudando, ¿verdad?",Ross Geller,6,3,9,5
