temporada,numero_episodio,escena,intervencion,emocion
3,4,10,14,Tranquilo
3,4,10,15,Asustado
3,4,10,16,Tranquilo
3,4,10,17,Alegre
3,4,10,18,Triste
3,4,11,2,Enojado
3,4,11,3,Poderoso
3,4,11,4,Enojado
3,4,11,5,Enojado
3,4,11,6,Enojado
3,4,11,7,Asustado
3,4,11,8,Enojado
3,4,11,9,Asustado
3,4,11,10,Poderoso
3,4,11,11,Enojado
3,4,11,12,Poderoso
3,4,11,13,Asustado
3,4,11,14,Alegre
3,4,11,15,Poderoso
3,4,11,16,Alegre
3,4,11,17,Asustado
3,4,11,18,Poderoso
3,4,11,19,Enojado
3,4,11,20,Alegre
3,4,11,21,Asustado
3,4,11,22,Alegre
3,4,11,23,Asustado
3,4,11,24,Alegre
3,5,1,2,Alegre
3,5,1,3,Alegre
3,5,1,4,Alegre
3,5,1,5,Alegre
3,5,1,6,Alegre
3,5,1,7,Poderoso
3,5,1,8,Alegre
3,5,1,9,Tranquilo
3,5,1,10,Enojado
3,5,1,11,Alegre
3,5,1,13,Alegre
3,5,2,2,Neutral
3,5,2,3,Alegre
3,5,2,4,Neutral
3,5,2,5,Neutral
3,5,2,6,Neutral
3,5,2,7,Neutral
3,5,2,8,Tranquilo
3,5,2,9,Asustado
3,5,2,10,Neutral
3,5,4,2,Neutral
3,5,4,3,Enojado
3,5,4,4,Neutral
3,5,4,5,Enojado
3,5,4,6,Neutral
3,5,4,7,Enojado
3,5,5,2,Alegre
3,5,5,3,Neutral
3,5,5,4,Asustado
3,5,5,5,Tranquilo
3,5,5,6,Triste
3,5,5,7,Neutral
3,5,5,8,Enojado
3,5,5,9,Poderoso
3,5,5,10,Triste
3,5,5,11,Asustado
3,5,5,12,Enojado
3,5,5,14,Alegre
3,5,5,15,Alegre
3,5,6,2,Asustado
3,5,6,3,Poderoso
3,5,6,4,Alegre
3,5,6,5,Alegre
3,5,6,6,Neutral
3,5,6,7,Neutral
3,5,6,8,Neutral
3,5,6,9,Asustado
3,5,6,10,Neutral
3,5,6,11,Neutral
3,5,6,12,Asustado
3,5,6,13,Neutral
3,5,6,14,Alegre
3,5,6,15,Neutral
3,5,7,2,Alegre
3,5,7,3,Neutral
3,5,7,4,Alegre
3,5,7,5,Poderoso
3,5,7,6,Poderoso
3,5,7,7,Neutral
3,5,7,8,Tranquilo
3,5,7,9,Alegre
3,5,7,10,Neutral
3,5,7,11,Tranquilo
3,5,7,12,Alegre
3,5,7,13,Alegre
3,5,7,14,Neutral
3,5,7,15,Neutral
3,5,7,16,Poderoso
3,5,8,2,Neutral
3,5,8,3,Neutral
3,5,8,4,Neutral
3,5,8,5,Alegre
3,5,8,6,Neutral
3,5,8,7,Neutral
3,5,8,8,Triste
3,5,8,9,Alegre
3,5,8,10,Alegre
3,5,8,11,Alegre
3,5,8,12,Alegre
3,5,8,13,Alegre
3,5,9,2,Neutral
3,5,9,3,Neutral
3,5,9,4,Tranquilo
3,5,9,5,Triste
3,5,9,6,Tranquilo
3,5,9,7,Neutral
3,5,9,8,Alegre
3,5,9,9,Tranquilo
3,5,9,10,Alegre
3,5,9,11,Neutral
3,5,9,12,Alegre
3,5,9,13,Enojado
3,5,9,14,Tranquilo
3,5,9,15,Neutral
3,5,9,16,Neutral
3,5,9,17,Tranquilo
3,5,9,18,Enojado
3,5,9,19,Poderoso
3,5,9,20,Poderoso
3,5,9,21,Neutral
3,5,9,22,Poderoso
3,5,9,23,Enojado
3,5,9,24,Enojado
3,5,9,25,Alegre
3,5,10,2,Alegre
3,5,10,3,Neutral
3,5,10,4,Neutral
3,5,10,5,Tranquilo
3,5,10,6,Neutral
3,5,10,7,Alegre
3,5,10,8,Alegre
3,5,10,9,Alegre
3,5,10,10,Alegre
3,5,10,11,Alegre
3,5,10,12,Asustado
3,5,10,13,Tranquilo
3,5,10,14,Alegre
3,5,11,2,Asustado
3,5,11,3,Poderoso
3,5,11,4,Alegre
3,5,11,5,Tranquilo
3,5,11,6,Alegre
3,5,11,7,Alegre
3,5,11,8,Alegre
3,5,11,9,Asustado
3,5,11,10,Tranquilo
3,5,11,11,Alegre
3,5,11,12,Tranquilo
3,5,11,13,Triste
3,5,11,14,Tranquilo
3,5,13,2,Alegre
3,5,13,3,Neutral
3,5,13,4,Neutral
3,5,13,5,Poderoso
3,5,13,6,Enojado
3,5,13,7,Poderoso
3,5,13,8,Neutral
3,5,13,9,Enojado
3,5,13,10,Enojado
3,5,13,11,Enojado
3,5,13,12,Poderoso
3,5,13,13,Tranquilo
3,5,13,14,Enojado
3,5,13,15,Neutral
3,5,13,16,Alegre
3,5,13,17,Tranquilo
3,5,13,18,Enojado
3,5,13,19,Neutral
3,5,13,20,Neutral
3,5,13,21,Enojado
3,5,13,22,Neutral
3,5,15,2,Neutral
3,5,15,3,Neutral
3,5,15,4,Poderoso
3,5,15,5,Alegre
3,5,15,6,Poderoso
3,5,15,7,Poderoso
3,5,15,9,Poderoso
3,5,15,10,Enojado
3,5,15,11,Alegre
3,6,1,2,Neutral
3,6,1,3,Neutral
3,6,1,4,Asustado
3,6,1,5,Poderoso
3,6,1,6,Neutral
3,6,1,7,Enojado
3,6,1,8,Alegre
3,6,1,9,Enojado
3,6,1,10,Enojado
3,6,1,11,Poderoso
3,6,1,12,Neutral
3,6,1,13,Asustado
3,6,1,14,Asustado
3,6,1,15,Alegre
3,6,3,2,Neutral
3,6,3,3,Neutral
3,6,3,4,Alegre
3,6,3,5,Poderoso
3,6,3,6,Alegre
3,6,4,2,Tranquilo
3,6,4,3,Neutral
3,6,4,4,Asustado
3,6,4,5,Tranquilo
3,6,4,6,Asustado
3,6,4,7,Tranquilo
3,6,7,2,Asustado
3,6,7,3,Alegre
3,6,7,4,Tranquilo
3,6,7,5,Alegre
3,6,7,6,Asustado
3,6,7,7,Neutral
3,6,7,8,Neutral
3,6,7,10,Asustado
3,6,7,11,Enojado
3,6,7,12,Enojado
3,6,7,13,Enojado
3,6,7,14,Enojado
3,6,7,16,Asustado
3,6,7,17,Tranquilo
3,6,7,18,Tranquilo
3,6,7,19,Poderoso
3,6,7,20,Enojado
3,6,7,21,Asustado
3,6,7,22,Poderoso
3,6,7,23,Asustado
3,6,7,24,Alegre
3,6,8,2,Neutral
3,6,8,3,Alegre
3,6,8,4,Alegre
3,6,8,5,Alegre
3,6,8,6,Neutral
3,6,8,8,Neutral
3,6,8,9,Neutral
3,6,8,10,Asustado
3,6,8,11,Asustado
3,6,8,12,Neutral
3,6,8,13,Asustado
3,6,8,14,Neutral
3,6,8,15,Alegre
3,6,8,16,Neutral
3,6,8,17,Neutral
3,6,8,18,Alegre
3,6,8,19,Alegre
3,6,8,20,Alegre
3,6,9,2,Asustado
3,6,9,3,Asustado
3,6,9,4,Enojado
3,6,9,5,Asustado
3,6,9,6,Asustado
3,6,9,7,Asustado
3,6,9,8,Asustado
3,6,9,9,Triste
3,6,9,10,Tranquilo
3,6,10,2,Neutral
3,6,10,3,Neutral
3,6,10,4,Asustado
3,6,10,5,Asustado
3,6,10,6,Asustado
3,6,10,7,Enojado
3,6,10,8,Asustado
3,6,10,9,Asustado
3,6,10,10,Poderoso
3,6,10,11,Asustado
3,6,10,12,Neutral
3,6,10,13,Neutral
3,6,10,14,Asustado
3,6,10,15,Asustado
3,6,10,16,Poderoso
3,6,10,17,Tranquilo
3,6,10,18,Tranquilo
3,6,10,19,Alegre
3,6,10,20,Asustado
3,6,10,21,Poderoso
3,6,11,2,Alegre
3,6,11,3,Tranquilo
3,6,11,4,Neutral
3,6,11,5,Neutral
3,6,11,6,Enojado
3,6,11,7,Tranquilo
3,6,11,9,Alegre
3,6,11,10,Alegre
3,6,11,11,Alegre
3,6,11,12,Poderoso
3,6,12,2,Neutral
3,6,12,3,Neutral
3,6,12,4,Alegre
3,6,12,5,Triste
3,6,12,6,Neutral
3,6,12,7,Triste
3,6,12,8,Neutral
3,6,12,9,Triste
3,6,12,10,Neutral
3,6,12,11,Triste
3,6,12,12,Tranquilo
3,6,13,2,Triste
3,6,13,3,Triste
3,6,13,4,Triste
3,6,13,5,Asustado
3,6,13,6,Enojado
3,6,13,7,Tranquilo
3,6,13,8,Triste
3,6,13,9,Tranquilo
3,6,13,10,Enojado
3,6,13,11,Triste
3,6,13,12,Poderoso
3,6,13,13,Triste
3,6,14,2,Alegre
3,6,14,3,Alegre
3,6,14,4,Tranquilo
3,6,14,5,Alegre
3,6,14,6,Neutral
3,6,14,7,Neutral
3,6,14,8,Alegre
3,6,14,9,Neutral
3,6,16,2,Alegre
3,6,16,3,Poderoso
3,6,16,5,Asustado
3,6,16,6,Neutral
3,6,16,7,Enojado
3,6,16,8,Triste
3,6,16,9,Asustado
3,6,16,10,Asustado
3,6,16,11,Tranquilo
3,7,1,2,Neutral
3,7,1,3,Tranquilo
3,7,1,4,Neutral
3,7,1,5,Alegre
3,7,1,6,Tranquilo
3,7,1,8,Neutral
3,7,2,2,Alegre
3,7,2,3,Alegre
3,7,2,4,Neutral
3,7,2,6,Triste
3,7,2,7,Triste
3,7,2,8,Enojado
3,7,2,9,Tranquilo
3,7,2,10,Alegre
3,7,2,11,Enojado
3,7,2,12,Enojado
3,7,2,13,Alegre
3,7,2,14,Alegre
3,7,4,2,Asustado
3,7,4,3,Neutral
3,7,4,4,Alegre
3,7,4,5,Alegre
3,7,4,6,Tranquilo
3,7,7,2,Alegre
3,7,7,3,Alegre
3,7,7,4,Neutral
3,7,7,5,Neutral
3,7,7,6,Tranquilo
3,7,7,7,Neutral
3,7,7,8,Triste
3,7,7,9,Neutral
3,7,7,10,Enojado
3,7,7,11,Alegre
3,7,7,12,Alegre
3,7,7,13,Neutral
3,7,7,14,Alegre
3,7,7,15,Neutral
3,7,7,16,Neutral
3,7,9,2,Alegre
3,7,9,3,Neutral
3,7,9,4,Neutral
3,7,9,5,Alegre
3,7,9,6,Poderoso
3,7,9,7,Tranquilo
3,7,9,8,Alegre
3,7,9,9,Neutral
3,7,10,2,Enojado
3,7,10,3,Neutral
3,7,10,4,Enojado
3,7,10,5,Neutral
3,7,10,7,Neutral
3,7,10,8,Neutral
3,7,10,9,Neutral
3,7,10,10,Triste
3,7,10,11,Neutral
3,7,10,12,Tranquilo
3,7,10,13,Alegre
3,7,10,14,Neutral
3,7,10,15,Triste
3,7,10,16,Triste
3,7,10,17,Triste
3,7,10,18,Triste
3,7,11,2,Asustado
3,7,11,3,Alegre
3,7,11,4,Enojado
3,7,11,5,Alegre
3,7,11,7,Enojado
3,7,11,9,Enojado
3,7,11,10,Asustado
3,7,11,11,Enojado
3,7,11,12,Asustado
3,7,11,13,Neutral
3,7,11,14,Neutral
3,7,11,15,Alegre
3,7,11,16,Enojado
3,7,11,17,Asustado
3,7,11,18,Enojado
3,7,11,19,Asustado
3,7,11,20,Poderoso
3,7,11,21,Asustado
3,7,12,2,Asustado
3,7,12,3,Alegre
3,7,12,4,Neutral
3,7,12,5,Alegre
3,7,12,6,Neutral
3,7,13,2,Enojado
3,7,13,3,Asustado
3,7,13,4,Enojado
3,7,13,5,Enojado
3,7,13,6,Tranquilo
3,7,13,7,Neutral
3,7,16,2,Neutral
3,7,16,3,Enojado
3,7,16,4,Enojado
3,7,16,5,Enojado
3,7,16,6,Enojado
3,7,16,7,Enojado
3,7,16,8,Enojado
3,7,16,10,Asustado
3,8,1,2,Alegre
3,8,1,3,Tranquilo
3,8,1,5,Tranquilo
3,8,1,6,Tranquilo
3,8,1,7,Enojado
3,8,1,8,Alegre
3,8,1,9,Tranquilo
3,8,1,10,Asustado
3,8,1,11,Alegre
3,8,1,12,Asustado
3,8,1,13,Asustado
3,8,1,14,Asustado
3,8,1,15,Asustado
3,8,1,16,Asustado
3,8,1,17,Asustado
3,8,1,18,Asustado
3,8,1,19,Poderoso
3,8,1,20,Triste
3,8,2,2,Tranquilo
3,8,2,3,Neutral
3,8,2,4,Alegre
3,8,2,5,Triste
3,8,2,6,Triste
3,8,2,7,Tranquilo
3,8,2,8,Triste
3,8,2,9,Alegre
3,8,2,10,Alegre
3,8,2,11,Enojado
3,8,2,12,Asustado
3,8,2,13,Asustado
3,8,2,14,Neutral
3,8,2,15,Enojado
3,8,2,16,Enojado
3,8,3,2,Enojado
3,8,3,3,Asustado
3,8,3,4,Tranquilo
3,8,3,5,Neutral
3,8,3,6,Enojado
3,8,3,7,Tranquilo
3,8,3,8,Poderoso
3,8,3,9,Asustado
3,8,3,10,Asustado
3,8,3,11,Neutral
3,8,3,12,Neutral
3,8,3,13,Neutral
3,8,3,14,Neutral
3,8,3,15,Neutral
3,8,3,16,Tranquilo
3,8,3,17,Neutral
3,8,5,2,Neutral
3,8,5,3,Alegre
3,8,5,4,Tranquilo
3,8,5,5,Tranquilo
3,8,5,6,Tranquilo
3,8,5,7,Tranquilo
3,8,5,8,Tranquilo
3,8,5,9,Asustado
3,8,5,10,Tranquilo
3,8,5,11,Asustado
3,8,5,12,Tranquilo
3,8,5,13,Asustado
3,8,5,14,Enojado
3,8,5,15,Asustado
3,8,5,16,Triste
3,8,5,17,Tranquilo
3,8,5,18,Enojado
3,8,5,19,Poderoso
3,8,6,2,Tranquilo
3,8,6,3,Neutral
3,8,6,4,Neutral
3,8,6,5,Asustado
3,8,6,6,Tranquilo
3,8,6,7,Asustado
3,8,6,8,Asustado
3,8,6,9,Alegre
3,8,6,10,Neutral
3,8,6,11,Alegre
3,8,6,12,Alegre
3,8,6,13,Tranquilo
3,8,6,14,Asustado
3,8,6,15,Asustado
3,8,6,16,Asustado
3,8,6,17,Poderoso
3,8,6,18,Alegre
3,8,6,19,Asustado
3,8,6,20,Triste
3,8,6,21,Poderoso
3,8,7,2,Alegre
3,8,7,3,Enojado
3,8,7,4,Neutral
3,8,7,5,Enojado
3,8,7,6,Asustado
3,8,7,7,Enojado
3,8,7,8,Poderoso
3,8,7,9,Enojado
3,8,7,10,Asustado
3,8,7,11,Neutral
3,8,7,12,Alegre
3,8,7,13,Enojado
3,8,7,14,Asustado
3,8,7,15,Neutral
3,8,7,17,Asustado
3,8,7,18,Poderoso
3,8,7,19,Asustado
3,8,7,20,Enojado
3,8,9,2,Alegre
3,8,9,3,Poderoso
3,8,9,4,Poderoso
3,8,9,5,Neutral
3,8,9,6,Poderoso
3,8,9,7,Neutral
3,8,9,8,Neutral
3,8,9,9,Neutral
3,8,9,10,Asustado
3,8,9,11,Enojado
3,8,9,12,Triste
3,8,9,13,Triste
3,8,9,14,Neutral
3,8,9,15,Asustado
3,8,9,16,Neutral
3,8,9,17,Asustado
3,8,9,18,Alegre
3,8,10,2,Asustado
3,8,10,3,Asustado
3,8,10,4,Poderoso
3,8,10,5,Poderoso
3,8,10,6,Poderoso
3,8,10,7,Poderoso
3,8,10,8,Enojado
3,8,10,10,Enojado
3,8,10,11,Tranquilo
3,8,10,12,Asustado
3,8,10,13,Neutral
3,8,10,14,Asustado
3,8,10,15,Asustado
3,8,10,16,Asustado
3,8,10,17,Asustado
3,8,10,18,Enojado
3,8,10,19,Enojado
3,8,10,20,Alegre
3,8,10,21,Neutral
3,8,11,2,Asustado
3,8,11,3,Neutral
3,8,11,4,Poderoso
3,8,11,5,Asustado
3,8,11,6,Poderoso
3,8,11,7,Triste
3,8,11,8,Asustado
3,8,11,9,Asustado
3,8,11,10,Asustado
3,8,11,11,Triste
3,8,11,12,Asustado
3,8,11,13,Triste
3,8,11,14,Asustado
3,8,11,15,Asustado
3,8,11,16,Asustado
3,8,11,17,Tranquilo
3,8,11,18,Asustado
3,8,11,19,Poderoso
3,8,11,20,Triste
3,8,11,21,Triste
3,8,11,22,Neutral
3,8,12,2,Asustado
3,8,12,3,Asustado
3,8,12,4,Asustado
3,8,12,5,Asustado
3,8,12,7,Asustado
3,8,12,8,Asustado
3,8,12,9,Asustado
3,8,12,10,Asustado
3,8,12,11,Asustado
3,8,12,12,Poderoso
3,8,13,2,Poderoso
3,8,13,3,Poderoso
3,8,13,4,Tranquilo
3,8,13,5,Poderoso
3,8,13,6,Triste
3,8,13,7,Poderoso
3,8,13,8,Poderoso
3,8,13,9,Poderoso
3,8,13,10,Poderoso
3,8,13,11,Poderoso
3,9,1,2,Alegre
3,9,1,3,Neutral
3,9,1,4,Tranquilo
3,9,1,5,Neutral
3,9,1,6,Neutral
3,9,1,8,Neutral
3,9,5,2,Alegre
3,9,5,3,Neutral
3,9,5,4,Neutral
3,9,5,5,Triste
3,9,5,6,Alegre
3,9,5,7,Neutral
3,9,6,2,Enojado
3,9,6,3,Enojado
3,9,6,4,Enojado
3,9,6,5,Neutral
3,9,6,6,Enojado
3,9,6,8,Alegre
3,9,6,10,Enojado
3,9,6,11,Enojado
3,10,1,2,Neutral
3,10,1,3,Neutral
3,10,1,4,Alegre
3,10,1,5,Neutral
3,10,1,6,Neutral
3,10,1,7,Neutral
3,10,1,8,Alegre
3,10,1,9,Poderoso
3,10,1,10,Enojado
3,10,1,11,Neutral
3,10,2,2,Neutral
3,10,2,3,Neutral
3,10,2,4,Alegre
3,10,2,5,Tranquilo
3,10,2,6,Alegre
3,10,2,8,Poderoso
3,10,3,2,Enojado
3,10,3,3,Triste
3,10,3,4,Neutral
3,10,3,5,Asustado
3,10,3,6,Enojado
3,10,3,8,Neutral
3,10,3,9,Triste
3,10,3,10,Triste
3,10,3,11,Neutral
3,10,3,12,Enojado
3,10,3,13,Asustado
3,10,3,14,Enojado
3,10,3,15,Alegre
3,10,3,16,Enojado
3,10,3,18,Poderoso
3,10,3,20,Neutral
3,10,3,21,Enojado
3,10,3,22,Enojado
3,10,3,23,Alegre
3,10,3,24,Neutral
3,10,3,25,Triste
3,10,3,26,Tranquilo
3,10,4,2,Tranquilo
3,10,4,3,Alegre
3,10,4,4,Tranquilo
3,10,4,5,Alegre
3,10,4,6,Neutral
3,10,4,7,Poderoso
3,10,4,8,Neutral
3,10,4,9,Neutral
3,10,4,10,Neutral
3,10,4,11,Neutral
3,10,4,12,Asustado
3,10,4,13,Alegre
3,10,4,14,Asustado
3,10,4,15,Poderoso
3,10,4,16,Tranquilo
3,10,4,17,Neutral
3,10,4,18,Tranquilo
3,10,4,19,Triste
3,10,5,2,Asustado
3,10,5,3,Tranquilo
3,10,5,4,Asustado
3,10,5,5,Alegre
3,10,5,6,Asustado
3,10,5,7,Neutral
3,10,5,8,Enojado
3,10,5,9,Asustado
3,10,5,10,Enojado
3,10,5,11,Asustado
3,10,5,12,Enojado
3,10,5,13,Enojado
3,10,6,2,Neutral
3,10,6,3,Neutral
3,10,6,4,Poderoso
3,10,6,5,Tranquilo
3,10,6,6,Poderoso
3,10,6,7,Neutral
3,10,6,8,Neutral
3,10,6,9,Tranquilo
3,10,6,10,Asustado
3,10,6,11,Neutral
3,10,6,12,Poderoso
3,10,6,13,Poderoso
3,10,6,14,Tranquilo
3,10,6,15,Neutral
3,10,6,16,Asustado
3,10,6,17,Asustado
3,10,9,2,Alegre
3,10,9,3,Alegre
3,10,9,4,Poderoso
3,10,9,5,Enojado
3,10,9,6,Enojado
3,10,9,7,Triste
3,10,9,8,Asustado
3,10,9,9,Enojado
3,10,9,10,Alegre
3,10,9,11,Poderoso
3,10,9,12,Poderoso
3,10,9,13,Asustado
3,10,9,14,Poderoso
3,10,9,15,Poderoso
3,10,9,16,Triste
3,10,10,2,Neutral
3,10,10,3,Enojado
3,10,10,4,Tranquilo
3,10,10,5,Enojado
3,10,10,6,Tranquilo
3,10,10,7,Enojado
3,10,10,8,Alegre
3,10,10,9,Neutral
3,10,10,10,Asustado
3,10,10,11,Tranquilo
3,10,10,12,Alegre
3,10,10,13,Neutral
3,10,10,14,Alegre
3,10,10,15,Poderoso
3,10,10,16,Alegre
3,10,10,17,Alegre
3,10,10,18,Asustado
3,10,11,2,Neutral
3,10,11,3,Triste
3,10,11,4,Alegre
3,10,11,5,Triste
3,10,11,6,Tranquilo
3,10,11,7,Triste
3,10,11,8,Tranquilo
3,10,11,9,Triste
3,10,11,10,Neutral
3,10,12,2,Alegre
3,10,12,4,Asustado
3,10,12,5,Alegre
3,10,12,6,Alegre
3,10,12,7,Neutral
3,10,12,9,Neutral
3,10,12,10,Alegre
3,10,12,11,Alegre
3,10,12,12,Alegre
3,10,12,13,Alegre
3,10,15,2,Alegre
3,10,15,3,Asustado
3,10,15,4,Alegre
3,10,15,5,Alegre
3,10,15,7,Alegre
3,10,15,8,Alegre
3,11,1,2,Alegre
3,11,1,3,Neutral
3,11,1,4,Alegre
3,11,1,6,Alegre
3,11,1,7,Alegre
3,11,1,8,Neutral
3,11,1,9,Poderoso
3,11,1,11,Neutral
3,11,1,12,Enojado
3,11,1,13,Enojado
3,11,1,14,Poderoso
3,11,1,15,Triste
3,11,1,16,Enojado
3,11,1,17,Poderoso
3,11,1,18,Triste
3,11,1,20,Alegre
3,11,1,21,Neutral
3,11,1,23,Enojado
3,11,1,24,Alegre
3,11,1,25,Alegre
3,11,2,2,Enojado
3,11,2,3,Tranquilo
3,11,2,4,Enojado
3,11,2,5,Neutral
3,11,2,6,Triste
3,11,2,7,Triste
3,11,2,8,Neutral
3,11,2,9,Triste
3,11,2,10,Tranquilo
3,11,2,11,Neutral
3,11,2,12,Alegre
3,11,2,13,Neutral
3,11,2,15,Enojado
3,11,2,17,Neutral
3,11,3,2,Alegre
3,11,3,3,Neutral
3,11,3,4,Enojado
3,11,3,5,Neutral
3,11,3,6,Poderoso
3,11,3,7,Neutral
3,11,3,8,Neutral
3,11,3,9,Neutral
3,11,3,10,Poderoso
3,11,3,11,Alegre
3,11,3,12,Alegre
3,11,3,13,Tranquilo
3,11,3,14,Alegre
3,11,4,2,Enojado
3,11,4,3,Tranquilo
3,11,4,4,Enojado
3,11,4,5,Tranquilo
3,11,4,6,Asustado
3,11,4,8,Tranquilo
3,11,4,9,Alegre
3,11,4,10,Enojado
3,11,4,11,Alegre
3,11,4,12,Enojado
3,11,4,13,Alegre
3,11,4,14,Asustado
3,11,4,15,Tranquilo
3,11,4,16,Neutral
3,11,6,2,Alegre
3,11,6,3,Poderoso
3,11,6,5,Tranquilo
3,11,6,6,Tranquilo
3,11,6,7,Triste
3,11,6,8,Neutral
3,11,6,9,Alegre
3,11,6,10,Alegre
3,11,6,11,Alegre
3,11,6,12,Asustado
3,11,6,13,Poderoso
3,11,6,14,Asustado
3,11,6,15,Triste
3,11,6,16,Enojado
3,11,8,2,Asustado
3,11,8,3,Triste
3,11,8,4,Asustado
3,11,8,5,Tranquilo
3,11,8,7,Alegre
3,11,8,9,Asustado
3,11,8,10,Poderoso
3,11,8,11,Alegre
3,11,8,13,Poderoso
3,11,8,14,Tranquilo
3,11,8,15,Alegre
3,11,9,2,Neutral
3,11,9,3,Tranquilo
3,11,9,4,Tranquilo
3,11,9,5,Asustado
3,11,9,6,Alegre
3,11,10,2,Asustado
3,11,10,3,Neutral
3,11,10,4,Neutral
3,11,10,5,Poderoso
3,11,10,6,Neutral
3,11,10,7,Neutral
3,11,10,9,Alegre
3,11,13,2,Alegre
3,11,13,3,Alegre
3,11,13,4,Tranquilo
3,11,13,5,Tranquilo
3,11,13,6,Asustado
3,11,13,7,Tranquilo
3,11,13,8,Neutral
3,11,13,9,Tranquilo
3,11,13,10,Alegre
3,11,13,11,Alegre
3,11,13,12,Alegre
3,11,13,13,Asustado
3,11,13,14,Tranquilo
3,11,13,15,Neutral
3,11,13,16,Neutral
3,11,13,17,Alegre
3,11,13,18,Alegre
3,11,13,19,Alegre
3,11,13,20,Alegre
3,11,13,21,Alegre
3,11,13,22,Alegre
3,11,13,23,Triste
3,11,14,2,Tranquilo
3,11,14,3,Alegre
3,11,14,4,Tranquilo
3,11,14,5,Enojado
3,11,14,6,Enojado
3,11,14,7,Alegre
3,11,14,9,Alegre
3,11,14,11,Neutral
3,11,14,12,Enojado
3,11,14,13,Poderoso
3,11,14,14,Alegre
3,11,14,15,Tranquilo
3,11,14,16,Poderoso
3,11,14,17,Triste
3,11,14,18,Tranquilo
3,11,14,20,Asustado
3,12,2,2,Asustado
3,12,2,3,Tranquilo
3,12,2,4,Poderoso
3,12,2,5,Tranquilo
3,12,2,6,Alegre
3,12,2,7,Poderoso
3,12,2,8,Asustado
3,12,2,9,Asustado
3,12,2,10,Enojado
3,12,2,11,Alegre
3,12,2,12,Enojado
3,12,2,13,Tranquilo
3,12,2,14,Poderoso
3,12,4,2,Neutral
3,12,4,3,Neutral
3,12,4,4,Poderoso
3,12,4,5,Neutral
3,12,4,6,Neutral
3,12,4,7,Neutral
3,12,4,9,Neutral
3,12,4,10,Neutral
3,12,4,11,Neutral
3,12,4,12,Neutral
3,12,4,13,Neutral
3,12,4,14,Triste
3,12,4,15,Triste
3,12,4,16,Neutral
3,12,4,17,Neutral
3,12,4,18,Poderoso
3,12,4,19,Neutral
3,12,4,20,Poderoso
3,12,4,21,Alegre
3,12,5,2,Alegre
3,12,5,3,Alegre
3,12,5,4,Tranquilo
3,12,5,5,Neutral
3,12,5,6,Tranquilo
3,12,5,7,Neutral
3,12,5,8,Neutral
3,12,5,9,Neutral
3,12,7,2,Alegre
3,12,7,3,Alegre
3,12,7,4,Asustado
3,12,7,5,Alegre
3,12,7,6,Neutral
3,12,7,7,Enojado
3,12,7,8,Alegre
3,12,7,9,Neutral
3,12,7,10,Alegre
3,12,7,11,Alegre
3,12,7,12,Alegre
3,12,7,13,Alegre
3,12,7,14,Alegre
3,12,7,15,Alegre
3,12,8,2,Asustado
3,12,8,3,Enojado
3,12,8,4,Tranquilo
3,12,8,5,Enojado
3,12,8,6,Enojado
3,12,8,7,Enojado
3,12,8,8,Enojado
3,12,8,9,Neutral
3,12,8,10,Enojado
3,12,9,2,Alegre
3,12,9,3,Alegre
3,12,9,4,Asustado
3,12,9,5,Neutral
3,12,9,6,Tranquilo
3,12,9,7,Neutral
3,12,9,8,Tranquilo
3,12,9,9,Asustado
3,12,9,10,Neutral
3,12,10,2,Neutral
3,12,10,3,Alegre
3,12,10,4,Enojado
3,12,10,5,Neutral
3,12,10,6,Enojado
3,12,10,8,Alegre
3,12,10,9,Alegre
3,12,10,11,Alegre
3,12,10,13,Enojado
3,12,10,14,Neutral
3,12,10,15,Enojado
3,12,10,16,Enojado
3,12,10,18,Enojado
3,12,11,2,Asustado
3,12,11,3,Asustado
3,12,11,4,Poderoso
3,12,11,5,Neutral
3,12,11,6,Alegre
3,12,11,7,Asustado
3,12,11,8,Alegre
3,12,11,9,Asustado
3,12,12,2,Alegre
3,12,12,3,Neutral
3,12,12,4,Neutral
3,12,12,5,Neutral
3,12,12,6,Neutral
3,12,12,7,Neutral
3,12,12,8,Neutral
3,12,12,9,Poderoso
3,12,12,10,Tranquilo
3,12,13,2,Enojado
3,12,13,3,Poderoso
3,12,13,4,Enojado
3,12,13,5,Asustado
3,12,13,6,Alegre
3,12,13,7,Neutral
3,12,13,8,Alegre
3,12,13,9,Tranquilo
3,12,13,10,Triste
3,12,13,11,Alegre
3,12,13,12,Enojado
3,12,14,2,Alegre
3,12,14,4,Neutral
3,12,14,5,Neutral
3,12,14,6,Neutral
3,12,14,7,Neutral
3,12,14,8,Neutral
3,12,16,2,Neutral
3,12,16,3,Neutral
3,12,16,5,Alegre
3,12,16,6,Poderoso
3,12,16,7,Poderoso
3,12,16,8,Poderoso
3,13,1,2,Neutral
3,13,1,4,Neutral
3,13,1,5,Enojado
3,13,1,6,Poderoso
3,13,1,7,Enojado
3,13,1,8,Poderoso
3,13,1,9,Alegre
3,13,1,10,Alegre
3,13,1,11,Alegre
3,13,1,12,Alegre
3,13,1,13,Enojado
3,13,1,14,Asustado
3,13,1,15,Asustado
3,13,1,16,Asustado
3,13,1,17,Asustado
3,13,1,18,Tranquilo
3,13,1,19,Tranquilo
3,13,2,2,Alegre
3,13,2,3,Alegre
3,13,2,4,Alegre
